NCBI_Accession	Directory_Name	Species	Common_Name
GCA_004027085.1	Mesoplodon_bidens__Sowerbys_beaked_whale__HLmesBid1__GCA_004027085.1	Mesoplodon bidens	Sowerbys beaked whale
GCA_964165515.1	Mesoplodon_bidens__Sowerbys_beaked_whale__HLmesBid2A__GCA_964165515.1	Mesoplodon bidens	Sowerbys beaked whale
GCA_964148845.1	Mesoplodon_bidens__Sowerbys_beaked_whale__HLmesBid2B__GCA_964148845.1	Mesoplodon bidens	Sowerbys beaked whale
GCA_025265405.1	Mesoplodon_densirostris__Blainvilles_beaked_whale__HLmesDen2__GCA_025265405.1	Mesoplodon densirostris	Blainvilles beaked whale
DNA Zoo Consortium	Mesoplodon_europaeus__Gervais_beaked_whale__HLmesEur1	Mesoplodon europaeus	Gervais beaked whale
GCA_964341445.1	Mesoplodon_mirus__Trues_beaked_whale__HLmesMir1A__GCA_964341445.1	Mesoplodon mirus	Trues beaked whale
GCA_964341485.1	Mesoplodon_mirus__Trues_beaked_whale__HLmesMir1B__GCA_964341485.1	Mesoplodon mirus	Trues beaked whale
DNA Zoo Consortium	Mesoplodon_stejnegeri__Stejnegers_beaked_whale__HLmesSte1	Mesoplodon stejnegeri	Stejnegers beaked whale
GCA_004364475.1	Ziphius_cavirostris__Cuviers_beaked_whale__HLzipCav1__GCA_004364475.1	Ziphius cavirostris	Cuviers beaked whale
GCF_053574225.1	Canis_aureus__Golden_jackal__HLcanAure1__GCF_053574225.1	Canis aureus	Golden jackal
GCA_034620425.1	Canis_latrans__Coyote__HLcanLat1__GCA_034620425.1	Canis latrans	Coyote
GCA_905319855.2	Canis_lupus__Gray_wolf__HLcanLup8__GCA_905319855.2	Canis lupus	Gray wolf
GCF_048164855.1	Canis_lupus_baileyi__Mexican_gray_wolf__HLcanLupBai8A__GCF_048164855.1	Canis lupus baileyi	Mexican gray wolf
DNA Zoo Consortium	Canis_lupus_dingo__dingo__HLcanLupDin2	Canis lupus dingo	dingo
GCF_014441545.1	Canis_lupus_familiaris__Dog__HLcanLupFam7__GCF_014441545.1	Canis lupus familiaris	Dog
GCF_000002285.3	Canis_lupus_familiaris__dog__canFam3__GCF_000002285.3	Canis lupus familiaris	dog
GCA_011100685.1	Canis_lupus_familiaris__dog__canFam4__GCA_011100685.1	Canis lupus familiaris	dog
GCA_005444595.1	Canis_lupus_familiaris__dog__canFam5__GCA_005444595.1	Canis lupus familiaris	dog
GCF_000002285.5	Canis_lupus_familiaris__dog__canFam6__GCF_000002285.5	Canis lupus familiaris	dog
DNA Zoo Consortium	Chrysocyon_brachyurus__maned_wolf__HLchrBra1	Chrysocyon brachyurus	maned wolf
DNA Zoo Consortium	Lycaon_pictus__African_hunting_dog__HLlycPic3	Lycaon pictus	African hunting dog
GCA_040955705.1	Lycaon_pictus__African_hunting_dog__HLlycPict4A__GCA_040955705.1	Lycaon pictus	African hunting dog
GCA_040955645.1	Lycaon_pictus__African_hunting_dog__HLlycPict4B__GCA_040955645.1	Lycaon pictus	African hunting dog
GCA_905146905.1	Nyctereutes_procyonoides__raccoon_dog__HLnycPro4__GCA_905146905.1	Nyctereutes procyonoides	raccoon dog
DNA Zoo Consortium	Otocyon_megalotis__bat-eared_fox__HLotoMeg2	Otocyon megalotis	bat-eared fox
GCA_023170115.1	Speothos_venaticus__Bush_dog__HLspeVen1__GCA_023170115.1	Speothos venaticus	Bush dog
GCA_032313775.1	Urocyon_cinereoargenteus__Gray_fox__HLuroCin1__GCA_032313775.1	Urocyon cinereoargenteus	Gray fox
DNA Zoo Consortium	Urocyon_littoralis_catalinae__Santa_Catalina_Island_fox__HLuroLitCat1	Urocyon littoralis catalinae	Santa Catalina Island fox
GCA_030463245.1	Vulpes_corsac__Corsac_fox__HLvulCor1__GCA_030463245.1	Vulpes corsac	Corsac fox
GCA_024500485.1	Vulpes_ferrilata__Tibetan_sand_fox__HLvulFer1__GCA_024500485.1	Vulpes ferrilata	Tibetan sand fox
GCF_018345385.1	Vulpes_lagopus__Arctic_fox__HLvulLag2__GCF_018345385.1	Vulpes lagopus	Arctic fox
DNA Zoo Consortium	Vulpes_vulpes__red_fox__HLvulVul2	Vulpes vulpes	red fox
GCA_048418805.1	Vulpes_vulpes__Red_fox__HLvulVul3__GCA_048418805.1	Vulpes vulpes	Red fox
DNA Zoo Consortium	Ailurus_fulgens__lesser_panda__HLailFul2	Ailurus fulgens	lesser panda
GCA_055769545.1	Mephitis_mephitis__Striped_skunk__HLmepMeph1__GCA_055769545.1	Mephitis mephitis	Striped skunk
GCA_004023965.1	Spilogale_gracilis__western_spotted_skunk__HLspiGra1__GCA_004023965.1	Spilogale gracilis	western spotted skunk
GCA_023159085.1	Spilogale_interrupta__plains_spotted_skunk__HLspiInt1__GCA_023159085.1	Spilogale interrupta	plains spotted skunk
GCA_020311275.1	Eira_barbara__Tayra__HLeirBar1__GCA_020311275.1	Eira barbara	Tayra
GCA_024510155.1	Gulo_gulo_luscus__American_wolverine__HLgulGulLus2__GCA_024510155.1	Gulo gulo luscus	American wolverine
GCA_029410595.1	Martes_flavigula__Yellow-throated_marten__HLmarFlav2__GCA_029410595.1	Martes flavigula	Yellow-throated marten
DNA Zoo Consortium	Martes_flavigula__yellow-throated_marten__HLmarFlv1	Martes flavigula	yellow-throated marten
DNA Zoo Consortium	Martes_foina__beach_marten__HLmarFoi1	Martes foina	beach marten
GCA_964304585.1	Martes_foina__Beach_marten__HLmarFoin2__GCA_964304585.1	Martes foina	Beach marten
GCA_963455335.1	Martes_martes__European_pine_marten__HLmarMart2__GCA_963455335.1	Martes martes	European pine marten
DNA Zoo Consortium	Martes_martes__European_pine_marten__HLmarMat1	Martes martes	European pine marten
GCA_012583365.1	Martes_zibellina__sable__HLmarZib1__GCA_012583365.1	Martes zibellina	sable
GCA_047676605.1	Pekania_pennanti__Fisher__HLpekPenn1__GCA_047676605.1	Pekania pennanti	Fisher
DNA Zoo Consortium	Aonyx_cinereus__Asian_small-clawed_otter__HLaonCin1	Aonyx cinereus	Asian small-clawed otter
GCF_002288905.1	Enhydra_lutris_kenyoni__sea_otter__enhLutKen1__GCF_002288905.1	Enhydra lutris kenyoni	sea otter
GCA_006410715.1	Enhydra_lutris_nereis__sea_otter__enhLutNer1__GCA_006410715.1	Enhydra lutris nereis	sea otter
GCA_010015895.1	Lontra_canadensis__Northern_American_river_otter__HLlonCan1__GCA_010015895.1	Lontra canadensis	Northern American river otter
GCA_902655055.1	Lutra_lutra__Eurasian_river_otter__HLlutLut1__GCA_902655055.1	Lutra lutra	Eurasian river otter
DNA Zoo Consortium	Pteronura_brasiliensis__giant_otter__HLpteBra2	Pteronura brasiliensis	giant otter
GCA_922984935.1	Meles_meles__Eurasian_badger__HLmeeMel1__GCA_922984935.1	Meles meles	Eurasian badger
GCA_004024625.1	Mellivora_capensis__ratel__HLmelCap1__GCA_004024625.1	Mellivora capensis	ratel
GCA_009829155.1	Mustela_erminea__ermine__HLmusErm1__GCA_009829155.1	Mustela erminea	ermine
GCA_963422785.1	Mustela_eversmannii__Steppe_polecat__HLmusEve1__GCA_963422785.1	Mustela eversmannii	Steppe polecat
GCF_030435805.1	Mustela_lutreola__European_mink__HLmusLut1__GCF_030435805.1	Mustela lutreola	European mink
GCA_022355385.1	Mustela_nigripes__black-footed_ferret__HLmusNig1__GCA_022355385.1	Mustela nigripes	black-footed ferret
GCA_019141155.1	Mustela_nivalis__least_weasel__HLmusNiv1__GCA_019141155.1	Mustela nivalis	least weasel
GCA_964662115.1	Mustela_nivalis__Least_weasel__HLmusNiva2A__GCA_964662115.1	Mustela nivalis	Least weasel
GCA_048197585.1	Mustela_sibirica__Siberian_weasel__HLmusSibi1__GCA_048197585.1	Mustela sibirica	Siberian weasel
GCA_048197275.1	Mustela_strigidorsa__Black-striped_weasel__HLmusStr1__GCA_048197275.1	Mustela strigidorsa	Black-striped weasel
GCA_011764305.1	Mustela_putorius_furo__domestic_ferret__HLmusFur2__GCA_011764305.1	Mustela putorius furo	domestic ferret
GCF_011764305.1	Mustela_putorius_furo__domestic_ferret__HLmusPutFur2__GCF_011764305.1	Mustela putorius furo	domestic ferret
GCF_020171115.1	Neogale_vison__American_mink__HLneoVis2__GCF_020171115.1	Neogale vison	American mink
GCA_964106545.1	Neogale_vison__American_mink__HLneoViso3A__GCA_964106545.1	Neogale vison	American mink
GCA_003697995.1	Taxidea_taxus_jeffersonii__American_badger__HLtaxTax1__GCA_003697995.1	Taxidea taxus jeffersonii	American badger
DNA Zoo Consortium	Bassariscus_astutus__ringtail__HLbasAst1	Bassariscus astutus	ringtail
DNA Zoo Consortium	Bassariscus_sumichrasti__Cacomistle__HLbasSum1	Bassariscus sumichrasti	Cacomistle
DNA Zoo Consortium	Nasua_narica__White-nosed_coati__HLnasNar1	Nasua narica	White-nosed coati
DNA Zoo Consortium	Potos_flavus__kinkajou__HLpotFla1	Potos flavus	kinkajou
DNA Zoo Consortium	Procyon_lotor__raccoon__HLproLot1	Procyon lotor	raccoon
GCA_055474045.1	Procyon_lotor__Raccoon__HLproLoto2__GCA_055474045.1	Procyon lotor	Raccoon
DNA Zoo Consortium	Odobenus_rosmarus__walrus__HLodoRos1	Odobenus rosmarus	walrus
GCF_000321225.1	Odobenus_rosmarus_divergens__Pacific_walrus__odoRosDiv1__GCF_000321225.1	Odobenus rosmarus divergens	Pacific walrus
CNGB Sequence Archive	Arctocephalus_australis__South_American_fur_seal__HLarcAus1	Arctocephalus australis	South American fur seal
GCA_900642305.1	Arctocephalus_gazella__antarctic_fur_seal__HLarcGaz2__GCA_900642305.1	Arctocephalus gazella	antarctic fur seal
GCA_040869175.1	Arctocephalus_gazella__Antarctic_fur_seal__HLarcGaze3A__GCA_040869175.1	Arctocephalus gazella	Antarctic fur seal
DNA Zoo Consortium	Arctocephalus_townsendi__Guadalupe_fur_seal__HLarcTow1	Arctocephalus townsendi	Guadalupe fur seal
GCA_003265705.1	Callorhinus_ursinus__northern_fur_seal__HLcalUrs1__GCA_003265705.1	Callorhinus ursinus	northern fur seal
GCA_004028035.1	Eumetopias_jubatus__Steller_sea_lion__HLeumJub1__GCA_004028035.1	Eumetopias jubatus	Steller sea lion
GCA_037043125.1	Eumetopias_jubatus__Steller_sea_lion__HLeumJuba2__GCA_037043125.1	Eumetopias jubatus	Steller sea lion
CNGB Sequence Archive	Otaria_byronia__South_American_sea_lion__HLotaByr1	Otaria byronia	South American sea lion
GCA_009762305.1	Zalophus_californianus__California_sea_lion__HLzalCal1__GCA_009762305.1	Zalophus californianus	California sea lion
GCF_009762305.2	Zalophus_californianus__California_sea_lion__HLzalCali2__GCF_009762305.2	Zalophus californianus	California sea lion
GCA_050320145.1	Hydrurga_leptonyx__Leopard_seal__HLhydLept1__GCA_050320145.1	Hydrurga leptonyx	Leopard seal
DNA Zoo Consortium	Leptonychotes_weddellii__Weddell_seal__HLlepWed2	Leptonychotes weddellii	Weddell seal
DNA Zoo Consortium	Mirounga_angustirostris__Northern_elephant_seal__HLmirAng2	Mirounga angustirostris	Northern elephant seal
GCA_011800145.1	Mirounga_leonina__Southern_elephant_seal__HLmirLeo1__GCA_011800145.1	Mirounga leonina	Southern elephant seal
GCA_976986665.1	Monachus_monachus__Mediterranean_monk_seal__HLmonMona1__GCA_976986665.1	Monachus monachus	Mediterranean monk seal
DNA Zoo Consortium	Neomonachus_schauinslandi__Hawaiian_monk_seal__HLneoSch2	Neomonachus schauinslandi	Hawaiian monk seal
GCF_002201575.1	Neomonachus_schauinslandi__Hawaiian_monk_seal__neoSch1__GCF_002201575.1	Neomonachus schauinslandi	Hawaiian monk seal
DNA Zoo Consortium	Erignathus_barbatus__bearded_seal__HLeriBar1	Erignathus barbatus	bearded seal
GCA_012393455.1	Halichoerus_grypus__gray_seal__HLhalGry1__GCA_012393455.1	Halichoerus grypus	gray seal
DNA Zoo Consortium	Halichoerus_grypus__gray_seal__HLhalGry2	Halichoerus grypus	gray seal
GCA_964656455.1	Halichoerus_grypus__Gray_seal__HLhalGryp3A__GCA_964656455.1	Halichoerus grypus	Gray seal
DNA Zoo Consortium	Phoca_largha__spotted_seal__HLphoLar1	Phoca largha	spotted seal
GCA_004348235.1	Phoca_vitulina__harbor_seal__HLphoVit1__GCA_004348235.1	Phoca vitulina	harbor seal
GCA_048197345.1	Pusa_caspica__Caspian_seal__HLpusCasp1__GCA_048197345.1	Pusa caspica	Caspian seal
GCA_947044825.1	Pusa_saimensis__Ringed_seal__HLpusHisSai1__GCA_947044825.1	Pusa saimensis	Ringed seal
CNGB Sequence Archive	Pusa_sibirica__Baikal_seal__HLpusSib1	Pusa sibirica	Baikal seal
GCA_947044835.1	Pusa_hispida_botnica__Ringed_seal__HLpusHisBot1__GCA_947044835.1	Pusa hispida botnica	Ringed seal
GCA_002007445.2	Ailuropoda_melanoleuca__giant_panda__HLailMel2__GCA_002007445.2	Ailuropoda melanoleuca	giant panda
GCA_029963865.1	Ailuropoda_melanoleuca__giant_panda__HLailMel3__GCA_029963865.1	Ailuropoda melanoleuca	giant panda
DNA Zoo Consortium	Helarctos_malayanus__Malayan_sun_bear__HLhelMal1	Helarctos malayanus	Malayan sun bear
DNA Zoo Consortium	Tremarctos_ornatus__spectacled_bear__HLtreOrn2	Tremarctos ornatus	spectacled bear
GCA_054642835.1	Tremarctos_ornatus__Spectacled_bear__HLtreOrna3__GCA_054642835.1	Tremarctos ornatus	Spectacled bear
GCF_020975775.1	Ursus_americanus__American_black_bear__HLursAme3__GCF_020975775.1	Ursus americanus	American black bear
GCF_023065955.1	Ursus_arctos__brown_bear__HLursArc2__GCF_023065955.1	Ursus arctos	brown bear
GCF_017311325.1	Ursus_maritimus__polar_bear__HLursMar2__GCF_017311325.1	Ursus maritimus	polar bear
GCA_024610735.2	Ursus_americanus__American_black_bear__HLursAmer4__GCA_024610735.2	Ursus americanus	American black bear
GCA_009660055.1	Ursus_thibetanus_thibetanus__Asiatic_black_bear__HLursThi1__GCA_009660055.1	Ursus thibetanus thibetanus	Asiatic black bear
DNA Zoo Consortium	Cryptoprocta_ferox__fossa__HLcryFer2	Cryptoprocta ferox	fossa
GCA_003709585.1	Acinonyx_jubatus__cheetah__HLaciJub2__GCA_003709585.1	Acinonyx jubatus	cheetah
GCF_027475565.1	Acinonyx_jubatus__cheetah__HLaciJub3__GCF_027475565.1	Acinonyx jubatus	cheetah
GCA_016801355.1	Caracal_caracal__caracal__HLcarCaa1__GCA_016801355.1	Caracal caracal	caracal
GCA_051911835.1	Felis_catus__Domestic_cat__HLfelCatu10__GCA_051911835.1	Felis catus	Domestic cat
GCA_019924945.1	Felis_chaus__jungle_cat__HLfelCha1__GCA_019924945.1	Felis chaus	jungle cat
DNA Zoo Consortium	Felis_nigripes__black-footed_cat__HLfelNig2	Felis nigripes	black-footed cat
GCF_000181335.3	Felis_catus__domestic_cat__felCat9__GCF_000181335.3	Felis catus	domestic cat
GCA_014898765.1	Herpailurus_yagouaroundi__jaguarundi__HLpumYag1__GCA_014898765.1	Herpailurus yagouaroundi	jaguarundi
DNA Zoo Consortium	Leopardus_tigrinus__little_spotted_cat__HLleoTig1	Leopardus tigrinus	little spotted cat
GCA_056512435.1	Leptailurus_serval__Serval__HLlepServ1__GCA_056512435.1	Leptailurus serval	Serval
GCA_007474595.1	Lynx_canadensis__Canada_lynx__HLlynCan1__GCA_007474595.1	Lynx canadensis	Canada lynx
GCF_007474595.2	Lynx_canadensis__Canada_lynx__HLlynCana2__GCF_007474595.2	Lynx canadensis	Canada lynx
GCA_900661375.1	Lynx_pardinus__Spanish_lynx__HLlynPar1__GCA_900661375.1	Lynx pardinus	Spanish lynx
GCA_022079265.1	Lynx_rufus__bobcat__HLlynRuf1__GCA_022079265.1	Lynx rufus	bobcat
DNA Zoo Consortium	Otocolobus_manul__Pallas_cat__HLotoMan1	Otocolobus manul	Pallas cat
GCA_028564725.2	Otocolobus_manul__Pallas_cat__HLotoManu2__GCA_028564725.2	Otocolobus manul	Pallas cat
GCF_016509475.1	Prionailurus_bengalensis__leopard_cat__HLpriBen2__GCF_016509475.1	Prionailurus bengalensis	leopard cat
GCA_018403415.1	Prionailurus_iriomotensis__Iriomote_cat__HLpriIri1__GCA_018403415.1	Prionailurus iriomotensis	Iriomote cat
GCF_022837055.1	Prionailurus_viverrinus__fishing_cat__HLpriViv3__GCF_022837055.1	Prionailurus viverrinus	fishing cat
GCA_003327715.1	Puma_concolor__puma__HLpumCon1__GCA_003327715.1	Puma concolor	puma
GCA_028749985.4	Puma_concolor__Puma__HLpumConc2A__GCA_028749985.4	Puma concolor	Puma
GCA_027422475.1	Neofelis_diardi__Sunda_clouded_leopard__HLneoDia1__GCA_027422475.1	Neofelis diardi	Sunda clouded leopard
GCF_028018385.1	Neofelis_nebulosa__Clouded_leopard__HLneoNeb2__GCF_028018385.1	Neofelis nebulosa	Clouded leopard
GCF_018350215.1	Panthera_leo__lion__HLpanLeo2__GCF_018350215.1	Panthera leo	lion
GCA_046255005.1	Panthera_leo__Lion__HLpanLeo3A__GCA_046255005.1	Panthera leo	Lion
GCA_046254995.1	Panthera_leo__Lion__HLpanLeo3B__GCA_046254995.1	Panthera leo	Lion
GCA_004023805.1	Panthera_onca__jaguar__HLpanOnc1__GCA_004023805.1	Panthera onca	jaguar
DNA Zoo Consortium	Panthera_onca__jaguar__HLpanOnc2	Panthera onca	jaguar
GCA_046562875.1	Panthera_onca__Jaguar__HLpanOnca3A__GCA_046562875.1	Panthera onca	Jaguar
GCA_024362965.1	Panthera_pardus__leopard__HLpanPar2__GCA_024362965.1	Panthera pardus	leopard
GCF_018350195.1	Panthera_tigris__tiger__HLpanTig3__GCF_018350195.1	Panthera tigris	tiger
DNA Zoo Consortium	Panthera_uncia__snow_leopard__HLpanUnc1	Panthera uncia	snow leopard
GCA_048603155.1	Panthera_uncia__Snow_leopard__HLpanUnci2__GCA_048603155.1	Panthera uncia	Snow leopard
GCA_004023845.1	Helogale_parvula__dwarf_mongoose__HLhelPar1__GCA_004023845.1	Helogale parvula	dwarf mongoose
GCA_004023785.1	Mungos_mungo__banded_mongoose__HLmunMug1__GCA_004023785.1	Mungos mungo	banded mongoose
GCA_004023905.1	Suricata_suricatta__meerkat__HLsurSur2__GCA_004023905.1	Suricata suricatta	meerkat
DNA Zoo Consortium	Urva_auropunctata__small_Indian_mongoose__HLurvAur1	Urva auropunctata	small Indian mongoose
DNA Zoo Consortium	Crocuta_crocuta__spotted_hyena__HLcroCro2	Crocuta crocuta	spotted hyena
GCA_003009895.1	Hyaena_hyaena__striped_hyena__HLhyaHya1__GCA_003009895.1	Hyaena hyaena	striped hyena
GCA_017311185.1	Proteles_cristata_cristata__aardwolf__HLproCriCri1__GCA_017311185.1	Proteles cristata cristata	aardwolf
GCA_030068075.1	Paguma_larvata__Masked_palm_civet__HLpagLar1__GCA_030068075.1	Paguma larvata	Masked palm civet
GCA_004024585.1	Paradoxurus_hermaphroditus__Asian_palm_civet__HLparHer1__GCA_004024585.1	Paradoxurus hermaphroditus	Asian palm civet
GCA_037038545.1	Rhynchonycteris_naso__Proboscis_bat__HLrhyNas2A__GCA_037038545.1	Rhynchonycteris naso	Proboscis bat
GCA_037038555.1	Rhynchonycteris_naso__Proboscis_bat__HLrhyNas2B__GCA_037038555.1	Rhynchonycteris naso	Proboscis bat
GCF_036850765.1	Saccopteryx_bilineata__greater_sac-winged_bat__HLsacBil1__GCF_036850765.1	Saccopteryx bilineata	greater sac-winged bat
GCF_036850995.1	Saccopteryx_leptura__lesser_sac-winged_bat__HLsacLep1__GCF_036850995.1	Saccopteryx leptura	lesser sac-winged bat
GCA_001595765.1	Miniopterus_natalensis__Natal_long-fingered_bat__HLminNat1__GCA_001595765.1	Miniopterus natalensis	Natal long-fingered bat
GCA_004026525.1	Miniopterus_schreibersii__Schreibers_long-fingered_bat__HLminSch1__GCA_004026525.1	Miniopterus schreibersii	Schreibers long-fingered bat
GCA_964146895.1	Miniopterus_schreibersii__Schreibers_long-fingered_bat__HLminSch2A__GCA_964146895.1	Miniopterus schreibersii	Schreibers long-fingered bat
GCA_964145185.1	Miniopterus_schreibersii__Schreibers_long-fingered_bat__HLminSch2B__GCA_964145185.1	Miniopterus schreibersii	Schreibers long-fingered bat
GCA_964146895.2	Miniopterus_schreibersii__Schreibers_long-fingered_bat__HLminSchr3A__GCA_964146895.2	Miniopterus schreibersii	Schreibers long-fingered bat
GCA_964145185.2	Miniopterus_schreibersii__Schreibers_long-fingered_bat__HLminSchr3B__GCA_964145185.2	Miniopterus schreibersii	Schreibers long-fingered bat
GCA_031001765.1	Molossus_alvarezi__Alvarezs_mastiff_bat__HLmolAlv1__GCA_031001765.1	Molossus alvarezi	Alvarezs mastiff bat
GCA_037157525.1	Molossus_alvarezi__Alvarezs_mastiff_bat__HLmolAlv2A__GCA_037157525.1	Molossus alvarezi	Alvarezs mastiff bat
GCA_037176705.1	Molossus_alvarezi__Alvarezs_mastiff_bat__HLmolAlv2B__GCA_037176705.1	Molossus alvarezi	Alvarezs mastiff bat
GCA_014108415.1	Molossus_molossus__Pallass_mastiff_bat__HLmolMol2__GCA_014108415.1	Molossus molossus	Pallass mastiff bat
GCA_026936385.1	Molossus_nigricans__northern_black_mastiff_bat__HLmolNig1__GCA_026936385.1	Molossus nigricans	northern black mastiff bat
GCA_039880945.1	Molossus_nigricans__Northern_black_mastiff_bat__HLmolNig2A__GCA_039880945.1	Molossus nigricans	Northern black mastiff bat
GCA_039880925.1	Molossus_nigricans__Northern_black_mastiff_bat__HLmolNig2B__GCA_039880925.1	Molossus nigricans	Northern black mastiff bat
GCA_043748645.1	Mops_condylurus__Angolan_free-tailed_bat__HLmopCon1__GCA_043748645.1	Mops condylurus	Angolan free-tailed bat
GCA_030848825.1	Tadarida_brasiliensis__Brazilian_free-tailed_bat__HLtadBra3__GCA_030848825.1	Tadarida brasiliensis	Brazilian free-tailed bat
GCA_976988885.1	Tadarida_teniotis__European_free-tailed_bat__HLtadTeni1A__GCA_976988885.1	Tadarida teniotis	European free-tailed bat
GCA_004026545.1	Mormoops_blainvillei__Antillean_ghost-faced_bat__HLmorBla1__GCA_004026545.1	Mormoops blainvillei	Antillean ghost-faced bat
GCA_021234165.1	Pteronotus_mesoamericanus__Mesoamerican_mustached_bat__HLpteMes1__GCA_021234165.1	Pteronotus mesoamericanus	Mesoamerican mustached bat
Dryad https://doi.org/10.5061/dryad.0k6djh9z1	Pteronotus_parnellii__Parnells_mustached_bat__HLptePar2	Pteronotus parnellii	Parnells mustached bat
GCA_036768555.1	Pteronotus_parnellii_mexicanus__Parnells_mustached_bat__HLpteParMex3__GCA_036768555.1	Pteronotus parnellii mexicanus	Parnells mustached bat
GCA_004026585.1	Noctilio_leporinus__greater_bulldog_bat__HLnocLep1__GCA_004026585.1	Noctilio leporinus	greater bulldog bat
GCA_056371365.1	Carollia_perspicillata__Sebas_short-tailed_bat__HLcarPer2__GCA_056371365.1	Carollia perspicillata	Sebas short-tailed bat
GCA_004027735.1	Carollia_perspicillata__Sebas_short-tailed_bat__HLcarPer3__GCA_004027735.1	Carollia perspicillata	Sebas short-tailed bat
TBG Hillerlab	Desmodus_rotundus__common_vampire_bat__HLdesRot15A	Desmodus rotundus	common vampire bat
TBG Hillerlab	Desmodus_rotundus__common_vampire_bat__HLdesRot15B	Desmodus rotundus	common vampire bat
GCA_004027475.1	Anoura_caudifer__tailed_tailless_bat__HLanoCau1__GCA_004027475.1	Anoura caudifer	tailed tailless bat
GIGADB	Leptonycteris_yerbabuenae__Lesser_long-nosed_bat__HLlepYer1	Leptonycteris yerbabuenae	Lesser long-nosed bat
GCA_050655435.1	Gardnerycteris_keenani__Keenans_Hairy-nosed_Bat__HLgarKeen1A__GCA_050655435.1	Gardnerycteris keenani	Keenans Hairy-nosed Bat
GCA_050655445.1	Gardnerycteris_keenani__Keenans_Hairy-nosed_Bat__HLgarKeen1B__GCA_050655445.1	Gardnerycteris keenani	Keenans Hairy-nosed Bat
GCA_051307075.1	Lophostoma_evote__Davis_round-eared_bat__HLlopEvot1A__GCA_051307075.1	Lophostoma evote	Davis round-eared bat
GCA_051307065.1	Lophostoma_evote__Davis_round-eared_bat__HLlopEvot1B__GCA_051307065.1	Lophostoma evote	Davis round-eared bat
GCA_007922815.1	Macrotus_californicus__California_big-eared_bat__HLmacCal1__GCA_007922815.1	Macrotus californicus	California big-eared bat
GCA_004026765.1	Micronycteris_hirsuta__hairy_big-eared_bat__HLmicHir1__GCA_004026765.1	Micronycteris hirsuta	hairy big-eared bat
GCA_051107205.1	Micronycteris_microtis__Common_big-eared_bat__HLmicMicr1A__GCA_051107205.1	Micronycteris microtis	Common big-eared bat
GCA_051107335.1	Micronycteris_microtis__Common_big-eared_bat__HLmicMicr1B__GCA_051107335.1	Micronycteris microtis	Common big-eared bat
GCA_014049915.1	Phyllostomus_discolor__pale_spear-nosed_bat__HLphyDis3__GCA_014049915.1	Phyllostomus discolor	pale spear-nosed bat
GCF_004126475.2	Phyllostomus_discolor__Pale_spear-nosed_bat__HLphyDisc4__GCF_004126475.2	Phyllostomus discolor	Pale spear-nosed bat
GCF_019186645.2	Phyllostomus_hastatus__Greater_spear-nosed_bat__HLphyHast2__GCF_019186645.2	Phyllostomus hastatus	Greater spear-nosed bat
GCA_004024845.1	Tonatia_bakeri__stripe-headed_round-eared_bat__HLtonSau1__GCA_004024845.1	Tonatia bakeri	stripe-headed round-eared bat
GCA_028533065.1	Trachops_cirrhosus__fringe-lipped_bat__HLtraCir2__GCA_028533065.1	Trachops cirrhosus	fringe-lipped bat
GCA_014825515.1	Artibeus_jamaicensis__Jamaican_fruit-eating_bat__HLartJam2__GCA_014825515.1	Artibeus jamaicensis	Jamaican fruit-eating bat
GCA_021234435.1	Artibeus_jamaicensis__Jamaican_fruit-eating_bat__HLartJam3__GCA_021234435.1	Artibeus jamaicensis	Jamaican fruit-eating bat
GCA_038363095.2	Artibeus_lituratus__Great_fruit-eating_bat__HLartLit1A__GCA_038363095.2	Artibeus lituratus	Great fruit-eating bat
GCA_038363175.2	Artibeus_lituratus__Great_fruit-eating_bat__HLartLit1B__GCA_038363175.2	Artibeus lituratus	Great fruit-eating bat
GCA_038363095.4	Artibeus_lituratus__Great_fruit-eating_bat__HLartLitu2A__GCA_038363095.4	Artibeus lituratus	Great fruit-eating bat
GCA_038363175.3	Artibeus_lituratus__Great_fruit-eating_bat__HLartLitu2B__GCA_038363175.3	Artibeus lituratus	Great fruit-eating bat
GCA_051107565.1	Dermanura_phaeotis__Dwarf_fruit-eating_bat__HLderPhae1A__GCA_051107565.1	Dermanura phaeotis	Dwarf fruit-eating bat
GCA_051107595.1	Dermanura_phaeotis__Dwarf_fruit-eating_bat__HLderPhae1B__GCA_051107595.1	Dermanura phaeotis	Dwarf fruit-eating bat
GCA_051107505.1	Platyrrhinus_helleri__Hellers_broad-nosed_bat__HLplaHell1A__GCA_051107505.1	Platyrrhinus helleri	Hellers broad-nosed bat
GCA_051107545.1	Platyrrhinus_helleri__Hellers_broad-nosed_bat__HLplaHell1B__GCA_051107545.1	Platyrrhinus helleri	Hellers broad-nosed bat
GCA_014824575.1	Sturnira_hondurensis__Honduras_yellow-shouldered_bat__HLstuHon1__GCA_014824575.1	Sturnira hondurensis	Honduras yellow-shouldered bat
GCA_054855685.1	Sturnira_parvidens__Northern_Yellow-shouldered_Bat__HLstuParv1A__GCA_054855685.1	Sturnira parvidens	Northern Yellow-shouldered Bat
GCA_054855695.1	Sturnira_parvidens__Northern_Yellow-shouldered_Bat__HLstuParv1B__GCA_054855695.1	Sturnira parvidens	Northern Yellow-shouldered Bat
GCA_027563665.1	Antrozous_pallidus__pallid_bat__HLantPal2__GCA_027563665.1	Antrozous pallidus	pallid bat
